gene_id,cpg_density,expressed
SGLTR_0095,0.3749653616765385,0
SGLTR_0096,0.8163422381037169,0
SGLTR_0097,0.12357063241739781,0
SGLTR_0098,0.1408222075266004,0
SGLTR_0099,0.33763164232582527,1
SGLTR_0100,0.3193693559984723,0
SGLTR_0101,0.37477326653094034,1
SGLTR_0102,0.33338728049763183,0
SGLTR_0103,0.16738465523547452,0
SGLTR_0104,0.2863602886983326,0
SGLTR_0105,0.35683426641709576,0
SGLTR_0106,0.5581949104795468,1
SGLTR_0107,0.2406864018990516,0
SGLTR_0108,0.2521283849205236,0
SGLTR_0109,0.5635616256451391,1
SGLTR_0110,0.12932092824676783,1
SGLTR_0111,0.46826207346279874,1
SGLTR_0112,0.1830446419482492,0
SGLTR_0113,0.35466815032203375,1
SGLTR_0114,0.31527514788872324,1
SGLTR_0115,0.12758667085044484,0
SGLTR_0116,0.19196946073904333,0
SGLTR_0117,0.28413911856577007,1
SGLTR_0118,0.11436165842242949,1
SGLTR_0119,0.1495061040879871,1
SGLTR_0120,0.3459052377387791,0
SGLTR_0121,0.261017620339726,1
SGLTR_0122,0.2448553811054104,0
SGLTR_0123,0.2822857856577212,1
SGLTR_0124,0.21734877498512223,0
SGLTR_0125,0.25852184560859987,1
SGLTR_0126,0.24720679593541348,1
SGLTR_0127,0.13592776931001252,0
SGLTR_0128,0.5568774544154433,0
SGLTR_0129,0.6676802830977464,1
SGLTR_0130,0.0676713353847233,0
SGLTR_0131,0.3172040452226466,1
SGLTR_0132,0.5205721832162397,0
SGLTR_0133,0.32544045492075485,1
SGLTR_0134,0.4526504893754895,1
SGLTR_0135,0.24812650167957623,1
SGLTR_0136,0.0892215885774973,1
SGLTR_0137,0.04680098181556564,1
SGLTR_0138,0.32650901432198964,0
SGLTR_0139,0.23386105457965312,0
SGLTR_0140,0.29329167709047915,1
SGLTR_0141,0.32584569387566037,1
SGLTR_0142,0.12513738089299023,1
SGLTR_0143,0.24815900109876296,0
SGLTR_0144,0.41876730875098594,0
SGLTR_0145,0.5315500907658868,0
SGLTR_0146,0.28499117214666503,0
SGLTR_0147,0.49469960814466146,0
SGLTR_0148,0.17079762547612207,0
SGLTR_0149,0.09770090633480621,0
SGLTR_0150,0.05164548490209507,0
SGLTR_0151,0.32812821320230834,1
SGLTR_0152,0.1718601194187228,0
SGLTR_0153,0.23265379937489988,0
SGLTR_0154,0.12985766029823903,0
SGLTR_0155,0.09779652045736298,0
SGLTR_0156,0.11861578841183525,0
SGLTR_0157,0.4443441547398961,0
SGLTR_0158,0.18035483743455097,1
SGLTR_0159,0.3802816196857207,0
SGLTR_0160,0.06696152756438149,0
SGLTR_0161,0.2290073404533058,1
SGLTR_0162,0.1919448341675363,0
SGLTR_0163,0.03497046698601967,0
SGLTR_0164,0.1714927584151397,0
SGLTR_0165,0.09130777425126428,0
SGLTR_0166,0.3666980040518771,1
SGLTR_0167,0.45657505944828636,0
SGLTR_0168,0.6671149717480449,1
SGLTR_0169,0.14338743196235013,0
SGLTR_0170,0.0834121088876518,1
SGLTR_0171,0.46855923231056223,0
SGLTR_0172,0.20058075434801959,0
SGLTR_0173,0.24983327452365794,0
SGLTR_0174,0.5047925381144583,1
SGLTR_0175,0.4373517725352685,1
SGLTR_0176,0.23025018512210765,1
SGLTR_0177,0.39645667241251364,1
SGLTR_0178,0.08998771827704447,0
SGLTR_0179,0.08255422393860194,0
SGLTR_0180,0.15067178874971948,0
SGLTR_0181,0.37328195057784236,1
SGLTR_0182,0.4087397258837533,0
SGLTR_0183,0.21930425568146444,0
SGLTR_0184,0.03785541272663455,0
SGLTR_0185,0.4408177547382989,1
SGLTR_0186,0.27984942792705586,1
SGLTR_0187,0.23838147535877255,1
SGLTR_0188,0.043690565650991046,0
SGLTR_0189,0.1199660531959114,0
SGLTR_0190,0.5723343693836153,1
SGLTR_0191,0.37525925661242426,0
SGLTR_0192,0.6381552760432855,0
SGLTR_0193,0.24973099599507315,0
SGLTR_0194,0.34100721809625123,1
SGLTR_0195,0.42420700950603724,0
SGLTR_0196,0.49044889456476093,0
SGLTR_0197,0.3855849727355836,1
SGLTR_0198,0.2769959753949154,0
SGLTR_0199,0.5271899472554669,1
SGLTR_0200,0.38999767338449987,0
SGLTR_0201,0.1301806854368723,1
SGLTR_0202,0.03508319587513976,1
SGLTR_0203,0.523590292036515,0
SGLTR_0204,0.21124022117803776,0
SGLTR_0205,0.272424907198842,1
SGLTR_0206,0.21328768586837793,0
SGLTR_0207,0.20289188804900957,1
SGLTR_0208,0.35579761692293205,0
SGLTR_0209,0.2527855261620131,1
SGLTR_0210,0.17932213056999474,0
SGLTR_0211,0.45907708619087056,0
SGLTR_0212,0.17899908151436786,1
SGLTR_0213,0.3457081590964997,0
SGLTR_0214,0.5076989649403628,1
SGLTR_0215,0.7530324010141247,0
SGLTR_0216,0.1521967060089666,1
SGLTR_0217,0.27425521446529777,1
SGLTR_0218,0.13241609568444507,1
SGLTR_0219,0.2838666412794342,1
SGLTR_0220,0.16149510616758178,1
SGLTR_0221,0.6272279762473258,1
SGLTR_0222,0.27073103128665066,0
SGLTR_0223,0.4266393763329152,1
SGLTR_0224,0.07230178517374886,1
SGLTR_0225,0.17351632422594535,1
SGLTR_0226,0.2787074185914578,0
SGLTR_0227,0.298372029950571,0
SGLTR_0228,0.3008503173551267,1
SGLTR_0229,0.22413688370200466,1
SGLTR_0230,0.12744193664417902,1
SGLTR_0231,0.2791084479928187,0
SGLTR_0232,0.5065268922175599,0
SGLTR_0233,0.2971845333157523,1
SGLTR_0234,0.2583509088512709,0
SGLTR_0235,0.1793106418996187,0
SGLTR_0236,0.4471054876698191,0
SGLTR_0237,0.3836808314563755,1
SGLTR_0238,0.3094391934856747,1
SGLTR_0239,0.2784128954231005,1
SGLTR_0240,0.047009763307954804,0
SGLTR_0241,0.19682290219895535,0
SGLTR_0242,0.15455524409312663,1
SGLTR_0243,0.12880565605034994,0
SGLTR_0244,0.16319623835505662,1
SGLTR_0245,0.20446328483738344,0
SGLTR_0246,0.08336194491462662,1
SGLTR_0247,0.06893934297000068,1
SGLTR_0248,0.2639736188054245,0
SGLTR_0249,0.09646449456989085,0
SGLTR_0250,0.23965046240041635,1
SGLTR_0251,0.18979570433148493,0
SGLTR_0252,0.288550672923689,0
SGLTR_0253,0.2025283838875734,0
SGLTR_0254,0.2927631179634711,1
SGLTR_0255,0.12562663453799972,0
SGLTR_0256,0.11950728040207384,0
SGLTR_0257,0.1890917107000363,1
SGLTR_0258,0.6230287464329333,1
SGLTR_0259,0.1768232864769678,0
SGLTR_0260,0.2333098552562293,0
SGLTR_0261,0.33166697819882224,1
SGLTR_0262,0.10102323621988776,0
SGLTR_0263,0.19350923075496132,1
SGLTR_0264,0.2241683358777793,0
SGLTR_0265,0.4429747202175065,0
SGLTR_0266,0.27487428359405847,0
SGLTR_0267,0.28252440790373773,1
SGLTR_0268,0.26248373128885444,0
SGLTR_0269,0.5035530176666099,1
SGLTR_0270,0.31924735524136355,1
SGLTR_0271,0.533519845836558,1
SGLTR_0272,0.26107955387464993,1
SGLTR_0273,0.4461383005847603,1
SGLTR_0274,0.43227723276734487,0
SGLTR_0275,0.46272738596037555,1
SGLTR_0276,0.21371872427211372,1
SGLTR_0277,0.3853752110628194,1
SGLTR_0278,0.2768969954544993,0
SGLTR_0279,0.11064193023661147,1
SGLTR_0280,0.2433528448262852,0
SGLTR_0281,0.3106734453102335,0
SGLTR_0282,0.12839463025789546,1
SGLTR_0283,0.25155212463035975,0
SGLTR_0284,0.5165550927998779,1
SGLTR_0285,0.13938156837341492,0
SGLTR_0286,0.453822235476795,1
SGLTR_0287,0.5750447851224506,0
SGLTR_0288,0.1435007917845899,0
SGLTR_0289,0.1436067644778679,1
SGLTR_0290,0.47707049433164583,0
SGLTR_0291,0.1737119924601446,1
SGLTR_0292,0.09762512018504853,1
SGLTR_0293,0.11096091879197216,1
SGLTR_0294,0.5718941974825725,1
SGLTR_0295,0.07150255848143938,0
SGLTR_0296,0.06316773099554346,0
SGLTR_0297,0.25083604256341463,1
SGLTR_0298,0.5351052237499807,1
SGLTR_0299,0.33332391649607623,0
SGLTR_0300,0.33972367344707444,1
SGLTR_0301,0.6597044487461476,0
SGLTR_0302,0.1476476576775542,0
SGLTR_0303,0.31422354901214905,0
SGLTR_0304,0.12597291187566115,0
SGLTR_0305,0.25262675778132204,0
SGLTR_0306,0.25547158030177286,0
SGLTR_0307,0.3336510540522455,1
SGLTR_0308,0.32943189092447295,0
SGLTR_0309,0.14622375645711758,1
SGLTR_0310,0.10944361603329451,0
SGLTR_0311,0.12243374616874377,1
SGLTR_0312,0.6188745764348573,1
SGLTR_0313,0.18193563526669035,0
SGLTR_0314,0.11005919060479662,0
SGLTR_0315,0.4564085427940005,1
SGLTR_0316,0.1761113052109823,0
SGLTR_0317,0.18644175405620447,1
SGLTR_0318,0.20689906962469773,0
SGLTR_0319,0.30595990608795287,0
SGLTR_0320,0.4393342323265035,1
SGLTR_0321,0.15696694698233177,0
SGLTR_0322,0.5050397022085158,0
SGLTR_0323,0.35830594516209324,1
SGLTR_0324,0.1967363367398091,0
SGLTR_0325,0.4512389687240004,0
SGLTR_0326,0.471458318517816,1
SGLTR_0327,0.3261853580478449,0
SGLTR_0328,0.7214215325008806,1
SGLTR_0329,0.49120913004530675,1
SGLTR_0330,0.34416976704628927,1
SGLTR_0331,0.4913346709759323,0
SGLTR_0332,0.5114779676323982,1
SGLTR_0333,0.047550755873553056,0
SGLTR_0334,0.05025859397448933,0
SGLTR_0335,0.10647712568589152,0
SGLTR_0336,0.4642340361126316,1
SGLTR_0337,0.19912888177502766,1
SGLTR_0338,0.08450168290260743,0
SGLTR_0339,0.16694922505976686,1
SGLTR_0340,0.31391331482267504,0
SGLTR_0341,0.3907372404257884,1
SGLTR_0342,0.1638543895012978,0
SGLTR_0343,0.35517532463479096,0
SGLTR_0344,0.3637720979383461,0
SGLTR_0345,0.6001741981966855,1
SGLTR_0346,0.30138409289552465,1
SGLTR_0347,0.844224763603197,1
SGLTR_0348,0.23090068253945492,0
SGLTR_0349,0.17359375786979053,1
SGLTR_0350,0.43367545225960963,0
SGLTR_0351,0.5582146084266786,0
SGLTR_0352,0.09678222914856828,0
SGLTR_0353,0.14901276044395,0
SGLTR_0354,0.3118149251954397,1
SGLTR_0355,0.4504520677903152,1
SGLTR_0356,0.09941091372697197,1
SGLTR_0357,0.2871116810911284,0
SGLTR_0358,0.5869732563053821,1
SGLTR_0359,0.32823751747081964,1
SGLTR_0360,0.2729112002234095,1
SGLTR_0361,0.6751988944487091,0
SGLTR_0362,0.3942381008617035,0
SGLTR_0363,0.44687374850796424,1
SGLTR_0364,0.5620829957429613,1
SGLTR_0365,0.384664516944324,1
SGLTR_0366,0.2384618526804491,0
SGLTR_0367,0.3991122287873408,1
SGLTR_0368,0.3292217843945704,0
SGLTR_0369,0.20227491792447702,1
SGLTR_0370,0.7354013949979206,1
SGLTR_0371,0.4026615029632686,1
SGLTR_0372,0.453930713632701,1
SGLTR_0373,0.4051437627781962,0
SGLTR_0374,0.08132591765616638,0
SGLTR_0375,0.3763773733725502,0
SGLTR_0376,0.18997697939753433,0
SGLTR_0377,0.13975092866529681,0
SGLTR_0378,0.267662567541786,0
SGLTR_0379,0.24529500404115914,0
SGLTR_0380,0.6160752426083786,0
SGLTR_0381,0.1940227560154299,0
SGLTR_0382,0.16230623857571227,0
SGLTR_0383,0.19192702361069963,0
SGLTR_0384,0.4490111999182814,0
SGLTR_0385,0.07486119230550775,0
SGLTR_0386,0.4032848520028975,1
SGLTR_0387,0.30538099865340257,0
SGLTR_0388,0.40556166475720934,0
SGLTR_0389,0.26483113155895555,0
SGLTR_0390,0.39738694809416797,0
SGLTR_0391,0.41607793667792425,1
SGLTR_0392,0.16236087927707007,0
SGLTR_0393,0.07530922653662744,1
SGLTR_0394,0.40378983958389975,0
SGLTR_0395,0.38252924032413504,1
SGLTR_0396,0.3087315985518217,1
SGLTR_0397,0.04463412421489743,0
SGLTR_0398,0.33872524798674347,0
SGLTR_0399,0.13490505779871143,1
SGLTR_0400,0.4230520195954244,0
SGLTR_0401,0.618463704142107,1
SGLTR_0402,0.4459911149614075,0
SGLTR_0403,0.22731578205566397,0
SGLTR_0404,0.23039478801252578,0
SGLTR_0405,0.07604782527042536,1
SGLTR_0406,0.18334716891870095,0
SGLTR_0407,0.2852104977017609,0
SGLTR_0408,0.5295959343005476,1
SGLTR_0409,0.18137786437994252,0
SGLTR_0410,0.43514505718735297,1
SGLTR_0411,0.39127289256670694,0
SGLTR_0412,0.08064545376380255,0
SGLTR_0413,0.2835106699937568,1
SGLTR_0414,0.3707360991713588,0
SGLTR_0415,0.2549989436657883,0
SGLTR_0416,0.6127101255869059,1
SGLTR_0417,0.41898797420053285,1
SGLTR_0418,0.31493090581002836,0
SGLTR_0419,0.3058546372812606,1
SGLTR_0420,0.5021990128576236,0
SGLTR_0421,0.09619821072097685,0
SGLTR_0422,0.2123421166006864,0
SGLTR_0423,0.29259595956696605,1
SGLTR_0424,0.28998679331929983,0
SGLTR_0425,0.15920478287661116,1
SGLTR_0426,0.3456242317666114,0
SGLTR_0427,0.010416422927863345,0
SGLTR_0428,0.3190885930488483,0
SGLTR_0429,0.02573075636180386,1
SGLTR_0430,0.3367161756901021,0
SGLTR_0431,0.1718149227134357,1
SGLTR_0432,0.5336808850587027,1
SGLTR_0433,0.18425657369503348,0
SGLTR_0434,0.4259059824210775,0
SGLTR_0435,0.42444646584603,1
SGLTR_0436,0.17355142621320543,0
SGLTR_0437,0.1314284602829853,0
SGLTR_0438,0.23449613073705433,1
SGLTR_0439,0.2178861664450674,0
SGLTR_0440,0.18567235467911858,0
SGLTR_0441,0.3561516774789333,0
SGLTR_0442,0.12804235597586908,1
SGLTR_0443,0.17949258972419518,1
SGLTR_0444,0.21183719216963057,1
SGLTR_0445,0.4827529779094158,0
SGLTR_0446,0.18525741979819865,0
SGLTR_0447,0.3863054206547382,1
SGLTR_0448,0.653262272605416,1
SGLTR_0449,0.41887878999868816,0
SGLTR_0450,0.2464855888875706,1
SGLTR_0451,0.2820845249990463,1
SGLTR_0452,0.37537892472729356,1
SGLTR_0453,0.5148994856871765,1
SGLTR_0454,0.3072082556233288,1
SGLTR_0455,0.43558542375902903,1
SGLTR_0456,0.31635633659229867,1
SGLTR_0457,0.23235592276297312,1
SGLTR_0458,0.22498889296762137,0
SGLTR_0459,0.31757066664879197,0
SGLTR_0460,0.31257531466923855,0
SGLTR_0461,0.44202805954733226,0
SGLTR_0462,0.06286164852622589,0
SGLTR_0463,0.3403267410571298,0
SGLTR_0464,0.44748901544658,1
SGLTR_0465,0.602184204209956,1
SGLTR_0466,0.07904018375931926,0
SGLTR_0467,0.229886525779756,1
SGLTR_0468,0.35882983478493097,0
SGLTR_0469,0.2420630629734408,0
SGLTR_0470,0.7284654442925067,1
SGLTR_0471,0.4655665325903658,1
SGLTR_0472,0.28478903477069006,1
SGLTR_0473,0.43789500860084063,1
SGLTR_0474,0.03962182342160331,0
SGLTR_0475,0.46176607599741826,1
SGLTR_0476,0.4412246169516684,0
SGLTR_0477,0.10284644000815171,0
SGLTR_0478,0.28147759055240856,1
SGLTR_0479,0.6093211651015297,1
SGLTR_0480,0.30877845035263324,0
SGLTR_0481,0.1650174548583944,0
SGLTR_0482,0.42138235805915963,0
SGLTR_0483,0.3039352467660884,1
SGLTR_0484,0.1539991504242121,0
SGLTR_0485,0.5679142687107716,1
SGLTR_0486,0.0790425619554905,0
SGLTR_0487,0.5270730437649593,0
SGLTR_0488,0.2557410897487061,1
SGLTR_0489,0.13461122513441637,0
SGLTR_0490,0.18837780541054958,1
SGLTR_0491,0.3465364961426181,1
SGLTR_0492,0.4199256590925644,0
SGLTR_0493,0.4313149019111292,1
SGLTR_0494,0.25275761475942654,0
SGLTR_0495,0.20108251625222207,0
SGLTR_0496,0.29214136984617445,0
SGLTR_0497,0.07109767229612997,0
SGLTR_0498,0.3685867814688328,1
SGLTR_0499,0.12099082519358284,0
SGLTR_0500,0.15316816032467082,1
SGLTR_0501,0.5739882309212251,1
SGLTR_0502,0.2129269703796663,1
SGLTR_0503,0.24780069312140113,0
SGLTR_0504,0.1414541962903822,0
SGLTR_0505,0.1568966308814787,0
SGLTR_0506,0.28415603927543803,1
SGLTR_0507,0.23374665169401287,1
SGLTR_0508,0.15748759656117775,0
SGLTR_0509,0.3831832270082882,0
SGLTR_0510,0.4547453584216134,1
SGLTR_0511,0.10509995783057145,0
SGLTR_0512,0.1933340352360875,0
SGLTR_0513,0.6464391918659206,1
SGLTR_0514,0.24138264860940684,0
SGLTR_0515,0.07197675039691202,1
SGLTR_0516,0.1550777487948658,0
SGLTR_0517,0.38186148526707225,0
SGLTR_0518,0.039176755008908416,0
SGLTR_0519,0.5391721429161238,1
SGLTR_0520,0.46466905583415924,1
SGLTR_0521,0.429871289813568,0
SGLTR_0522,0.16102921282616,1
SGLTR_0523,0.2743541444761143,0
SGLTR_0524,0.36872442538127154,0
SGLTR_0525,0.18117147468569977,0
SGLTR_0526,0.572211645192924,1
SGLTR_0527,0.24302814003089274,1
SGLTR_0528,0.3314721413924742,1
SGLTR_0529,0.24711959652865476,0
SGLTR_0530,0.15191331453591184,1
SGLTR_0531,0.5333753303924842,1
SGLTR_0532,0.31554056127163305,1
SGLTR_0533,0.1375655738146824,0
SGLTR_0534,0.3212966577211021,0
SGLTR_0535,0.7134221923384635,1
SGLTR_0536,0.1554111870587404,1
SGLTR_0537,0.3409252757971614,1
SGLTR_0538,0.2668159502489741,0
SGLTR_0539,0.42694911536685115,1
SGLTR_0540,0.39450360864240225,0
SGLTR_0541,0.2240940708554772,0
SGLTR_0542,0.19428261923942525,1
SGLTR_0543,0.27982972662391736,1
SGLTR_0544,0.7853462862804328,1
SGLTR_0545,0.05936134101494429,1
SGLTR_0546,0.47661273328581505,1
SGLTR_0547,0.11880605160180985,0
SGLTR_0548,0.25514551630700816,0
SGLTR_0549,0.17925347256013513,0
SGLTR_0550,0.48194610041696595,1
SGLTR_0551,0.28181112002810554,0
SGLTR_0552,0.5657100722236503,1
SGLTR_0553,0.33088094914648375,1
SGLTR_0554,0.269291304240459,1
SGLTR_0555,0.10903697694438334,0
SGLTR_0556,0.5240617148275594,1
SGLTR_0557,0.14429307905995137,0
SGLTR_0558,0.35202005167778905,0
SGLTR_0559,0.6280390956551719,0
SGLTR_0560,0.5421558478184566,1
SGLTR_0561,0.3659988237452141,1
SGLTR_0562,0.2706045883151198,1
SGLTR_0563,0.2232009411257809,1
SGLTR_0564,0.01894236985726149,0
SGLTR_0565,0.2788913836385008,1
SGLTR_0566,0.2685207561832771,0
SGLTR_0567,0.431943731716513,1
SGLTR_0568,0.11822358074246957,1
SGLTR_0569,0.38183797644668,1
SGLTR_0570,0.2785457618839845,1
SGLTR_0571,0.2291930313814119,1
SGLTR_0572,0.223813470578728,1
SGLTR_0573,0.2288315264580268,0
SGLTR_0574,0.17649287418679083,1
SGLTR_0575,0.3713084087408162,1
SGLTR_0576,0.41507819506859195,0
SGLTR_0577,0.10429866828272305,1
SGLTR_0578,0.23017223355397423,1
SGLTR_0579,0.06670898559083685,0
SGLTR_0580,0.38901332642676056,1
SGLTR_0581,0.35491180593001254,0
SGLTR_0582,0.5343345153144067,0
SGLTR_0583,0.7474381943727753,1
SGLTR_0584,0.4070910826239527,1
SGLTR_0585,0.41731607717056934,0
SGLTR_0586,0.38871620863424516,1
SGLTR_0587,0.1932821505089188,0
SGLTR_0588,0.5396547124540491,0
SGLTR_0589,0.500373726534079,0
SGLTR_0590,0.2230991296974255,1
SGLTR_0591,0.2786811649231129,1
SGLTR_0592,0.33581943752616505,1
SGLTR_0593,0.39177327378934174,0
SGLTR_0594,0.5779452990528532,1
SGLTR_0595,0.6932383784757228,1
SGLTR_0596,0.09391783809551194,1
SGLTR_0597,0.2536988128350337,1
SGLTR_0598,0.17885448769100606,1
SGLTR_0599,0.12780865950127804,0
SGLTR_0600,0.03153457057280289,1
SGLTR_0601,0.037633480309167244,0
SGLTR_0602,0.12531702211406184,1
SGLTR_0603,0.025633046313845283,1
SGLTR_0604,0.14222909639288184,0
SGLTR_0605,0.4404046478487442,0
SGLTR_0606,0.13819524978243886,1
SGLTR_0607,0.0881247379306332,1
SGLTR_0608,0.3802453307196963,0
SGLTR_0609,0.431790301686878,0
SGLTR_0610,0.44330276356976983,1
SGLTR_0611,0.39151540329735945,1
SGLTR_0612,0.6593383929769089,0
SGLTR_0613,0.10554240709987574,1
SGLTR_0614,0.194801603694732,1
SGLTR_0615,0.4170536745549863,1
SGLTR_0616,0.4174422029611281,1
SGLTR_0617,0.02675975928086998,0
SGLTR_0618,0.5062932257695176,0
SGLTR_0619,0.23912037339103276,0
SGLTR_0620,0.44494079825198685,0
SGLTR_0621,0.31182146239156194,0
SGLTR_0622,0.4431909208371309,1
SGLTR_0623,0.15019775725938156,0
SGLTR_0624,0.299054850852691,0
SGLTR_0625,0.39467393497889797,1
SGLTR_0626,0.16323145150466498,1
SGLTR_0627,0.2808296677502142,0
SGLTR_0628,0.3713643305584488,0
SGLTR_0629,0.12251919603151953,0
SGLTR_0630,0.1754211034524642,0
SGLTR_0631,0.4105132626777473,1
SGLTR_0632,0.32390738625553644,1
SGLTR_0633,0.05038655334268652,0
SGLTR_0634,0.25476309221973575,1
SGLTR_0635,0.09560479500855211,1
SGLTR_0636,0.3509244170593337,0
SGLTR_0637,0.04041947413825872,0
SGLTR_0638,0.25695016486236677,1
SGLTR_0639,0.15623273758404346,0
SGLTR_0640,0.11283926971418742,0
SGLTR_0641,0.2750886898652921,1
SGLTR_0642,0.2567983999987067,0
SGLTR_0643,0.07840153729809811,1
SGLTR_0644,0.37433652805555573,1
SGLTR_0645,0.2819756102955817,1
SGLTR_0646,0.19095044021535149,1
SGLTR_0647,0.47117942214675285,1
SGLTR_0648,0.22079366294131358,1
SGLTR_0649,0.4524518590056982,1
SGLTR_0650,0.15083083058524147,1
SGLTR_0651,0.06588630247066642,1
SGLTR_0652,0.26543172729286074,1
SGLTR_0653,0.2559894593565681,1
SGLTR_0654,0.1534157812427064,0
SGLTR_0655,0.14627563140553915,1
SGLTR_0656,0.361835000098504,1
SGLTR_0657,0.1768201729775143,0
SGLTR_0658,0.28573474114624015,0
SGLTR_0659,0.3499528938002134,0
SGLTR_0660,0.2879054378265683,1
SGLTR_0661,0.8104671463120968,1
SGLTR_0662,0.1875888145551309,1
SGLTR_0663,0.11147658369583816,1
SGLTR_0664,0.29306150165835854,0
SGLTR_0665,0.30775111528980215,0
SGLTR_0666,0.10096488212591193,0
SGLTR_0667,0.3015096926687941,0
SGLTR_0668,0.29680723683956084,1
SGLTR_0669,0.2955478546860294,0
SGLTR_0670,0.30807839685574206,1
SGLTR_0671,0.07259007496878044,0
SGLTR_0672,0.14940046842941654,1
SGLTR_0673,0.3797259811464071,0
SGLTR_0674,0.0724796982066711,1
SGLTR_0675,0.6407016515794574,1
SGLTR_0676,0.19322886331644934,0
SGLTR_0677,0.10843276006505778,1
SGLTR_0678,0.41180753905094936,0
SGLTR_0679,0.43801540836802877,1
SGLTR_0680,0.2223668302580205,1
SGLTR_0681,0.17616822620232392,0
SGLTR_0682,0.2282016838285522,0
SGLTR_0683,0.14169632191432432,0
SGLTR_0684,0.597543029791033,1
SGLTR_0685,0.49554826701546295,0
SGLTR_0686,0.4229344576652333,0
SGLTR_0687,0.41830183548507455,0
SGLTR_0688,0.2383193721724035,0
SGLTR_0689,0.04580049651235959,0
SGLTR_0690,0.08785271756134655,0
SGLTR_0691,0.3226899639101146,0
SGLTR_0692,0.1013194943377103,0
SGLTR_0693,0.2883240043389454,1
SGLTR_0694,0.11426197104030494,1
SGLTR_0695,0.282705678646333,1
SGLTR_0696,0.2060279603505847,0
SGLTR_0697,0.14725094323760277,0
SGLTR_0698,0.2844946931808205,1
SGLTR_0699,0.5333690448925831,1
SGLTR_0700,0.5261148339793444,1
